;;INE PADRON;;;;;;AGENCIA TRIBUTARIA;
PROVINCIA;NOMBRE;POB19;HOMBRES;MUJERES;POB05;POB10;POB15;RENTA_BRUTA_MEDIA;RENTA_BRUTA_DISPONIBLE
Palencia;Venta de Baños;6360;3199;3161;5,965;6433;6432;0;0
Palencia;Vertavillo;179;97;82;213;204;208;0;0
Palencia;Vid de Ojeda, La;94;57;37;0;0;106;0;0
Palencia;Villabasta de Valdavia;32;18;14;37;35;31;0;0
Palencia;Villacidaler;53;30;23;68;57;48;0;0
Palencia;Villaconancio;61;35;26;82;72;63;0;0
Palencia;Villada;934;481;453;1,159;1087;1036;18996;1627
Palencia;Villaeles de Valdavia;49;29;20;72;70;60;0;0
Palencia;Villahán;106;56;50;117;114;104;0;0
Palencia;Villaherreros;201;104;97;248;232;208;0;0
Palencia;Villalaco;56;32;24;71;71;65;0;0
Palencia;Villalba de Guardo;187;101;86;219;207;204;0;0
Palencia;Villalcázar de Sirga;172;88;84;220;178;158;0;0
Palencia;Villalcón;61;36;25;81;70;71;0;0
Palencia;Villalobón;1690;853;837;699;1324;1573;14102;12585
Palencia;Villaluenga de la Vega;595;340;255;631;617;565;0;0
Palencia;Villamartín de Campos;176;100;76;141;178;181;0;0
Palencia;Villamediana;175;97;78;217;190;185;0;0
Palencia;Villameriel;112;62;50;134;133;127;0;0
Palencia;Villamoronta;237;139;98;312;286;262;0;0
Palencia;Villamuera de la Cueza;43;28;15;60;57;51;0;0
Palencia;Villamuriel de Cerrato;6469;3345;3124;5,421;6233;6370;0;0
Palencia;Villanueva del Rebollar;75;37;38;101;100;78;0;0
Palencia;Villanuño de Valdavia;88;51;37;113;99;94;0;0
Palencia;Villaprovedo;59;40;19;81;75;69;0;0
Palencia;Villarmentero de Campos;17;12;5;15;11;21;0;0
Palencia;Villarrabé;208;107;101;246;248;218;0;0
Palencia;Villarramiel;820;446;374;1,003;933;860;0;0
Palencia;Villasarracino;141;86;55;218;168;142;0;0
Palencia;Villasila de Valdavia;72;49;23;93;70;77;0;0
Palencia;Villaturde;159;85;74;221;194;167;0;0
Palencia;Villaumbrales;648;322;326;791;772;686;0;0
Palencia;Villaviudas;357;174;183;423;389;395;0;0
Palencia;Villerías de Campos;90;49;41;120;113;94;0;0
Palencia;Villodre;18;11;7;35;22;16;0;0
Palencia;Villodrigo;114;61;53;126;146;122;0;0
Palencia;Villoldo;362;190;172;437;401;364;0;0
Palencia;Villota del Páramo;333;186;147;402;362;326;0;0
Palencia;Villovieco;76;39;37;104;89;70;0;0
Palmas, Las;Agaete;5586;2792;2794;5,606;5748;5618;2102;17758
Palmas, Las;Agüimes;31619;15984;15635;25,541;29431;30294;21222;17698
Palmas, Las;Aldea de San Nicolás, La;7504;3846;3658;0;0;7969;0;0
Palmas, Las;Antigua;12461;6601;5860;7,578;10458;11024;20969;1758
Palmas, Las;Arrecife;62988;31512;31476;53,920;58156;56940;20317;17031
Palmas, Las;Artenara;1069;589;480;1,386;1230;1177;17867;15407
Palmas, Las;Arucas;38138;19000;19138;34,245;36745;37054;26245;21326
Palmas, Las;Betancuria;758;396;362;738;823;713;0;0
Palmas, Las;Firgas;7455;3755;3700;7,179;7564;7486;21376;1798
Palmas, Las;Gáldar;24242;12099;12143;23,201;24473;24235;19867;16764
Palmas, Las;Haría;5123;2641;2482;4,894;5249;4755;33415;26115
Palmas, Las;Ingenio;31321;15769;15552;27,308;29640;30258;19558;16655
Palmas, Las;Mogán;20072;10371;9701;15,953;22638;22277;19705;16702
Palmas, Las;Moya;7696;3913;3783;241;194;171;19416;16496
Palmas, Las;Oliva, La;26580;13825;12755;0;0;25199;0;0
Palmas, Las;Pájara;21093;10977;10116;18,173;20622;19271;19511;16501
Palmas, Las;Palmas de Gran Canaria, Las;379925;183417;196508;0;0;379766;0;0
Palmas, Las;Puerto del Rosario;40753;20640;20113;30,363;35702;37363;0;0
Palmas, Las;San Bartolomé;18816;9418;9398;17,452;18161;18402;0;0
Palmas, Las;San Bartolomé de Tirajana;53443;27888;25555;46,428;53288;54932;0;0
Palmas, Las;Santa Brígida;18263;9080;9183;18,806;19135;18582;0;0
Palmas, Las;Santa Lucía de Tirajana;73328;36623;36705;56,268;64845;69069;0;0
Palmas, Las;Santa María de Guía de Gran Canaria;13850;6907;6943;14,086;14200;13890;0;0
Palmas, Las;Teguise;22342;11264;11078;15,824;20105;21454;22765;1885
Palmas, Las;Tejeda;1909;1031;878;2,341;2133;2001;18585;15911
Palmas, Las;Telde;102647;50446;52201;96,547;100900;102078;22291;18535
Palmas, Las;Teror;12519;6428;6091;12,189;12944;12499;21952;18198
Palmas, Las;Tías;20170;10354;9816;16,850;19869;20019;21309;17815
Palmas, Las;Tinajo;6279;3232;3047;5,258;5655;5824;19697;16687
Palmas, Las;Tuineje;15241;7811;7430;12,517;13536;13797;19639;16658
Palmas, Las;Valleseco;3749;1964;1785;4,055;3935;3856;18264;15568
Palmas, Las;Valsequillo de Gran Canaria;9340;4689;4651;8,659;9099;9276;0;0
Palmas, Las;Vega de San Mateo;7556;3905;3651;7,721;7699;7668;0;0
Palmas, Las;Yaiza;16571;8607;7964;8,841;14242;15815;20088;16787
Pontevedra;Agolada;2344;1175;1169;3,414;2995;2585;1507;13176
Pontevedra;Arbo;2580;1328;1252;3,973;3801;2846;15896;14107
Pontevedra;Baiona;12122;5974;6148;11,521;12154;12072;21577;17968
Pontevedra;Barro;3680;1824;1856;3,408;3642;3726;18012;15366
Pontevedra;Bueu;12009;5924;6085;12,528;12368;12251;22413;18527
Pontevedra;Caldas de Reis;9785;4706;5079;9,673;10045;9834;0;0
Pontevedra;Cambados;13744;6614;7130;13,581;13872;13895;16619;14346
Pontevedra;Campo Lameiro;1817;858;959;2,166;2046;1931;0;0
Pontevedra;Cangas;26542;13135;13407;24,849;25913;26520;22206;1844
Pontevedra;Cañiza, A;5180;2535;2645;0;0;5230;0;0
Pontevedra;Catoira;3335;1615;1720;3,502;3469;3368;17199;14873
Pontevedra;Cerdedo-Cotobade;5699;2759;2940;0;0;0;0;0
Pontevedra;Covelo;2396;1214;1182;3,652;3341;2617;1654;14361
Pontevedra;Crecente;2012;974;1038;2,748;2540;2252;16598;14536
Pontevedra;Cuntis;4677;2218;2459;5,340;5115;4878;1597;13933
Pontevedra;Dozón;1082;566;516;1,980;1781;1174;14792;13063
Pontevedra;Estrada, A;20479;9811;10668;0;0;21025;0;0
Pontevedra;Forcarei;3388;1617;1771;4,576;4108;3683;15854;13805
Pontevedra;Fornelos de Montes;1616;770;846;2,057;1966;1794;0;0
Pontevedra;Gondomar;14286;7091;7195;12,685;13890;14056;24938;20389
Pontevedra;Grove, O;10650;5252;5398;0;0;10801;0;0
Pontevedra;Guarda, A;9977;4877;5100;0;0;10193;0;0
Pontevedra;Illa de Arousa, A;4926;2458;2468;0;0;4956;0;0
Pontevedra;Lalín;20218;9846;10372;20,732;21216;20005;17994;15462
Pontevedra;Lama, A;2445;1199;1246;0;0;2670;0;0
Pontevedra;Marín;24319;12153;12166;26,103;25997;25084;24734;20233
Pontevedra;Meaño;5272;2570;2702;5,478;5455;5382;15442;13596
Pontevedra;Meis;4791;2290;2501;5,011;5003;5006;16963;14662
Pontevedra;Moaña;19399;9431;9968;18,415;19231;19492;19037;16159
Pontevedra;Mondariz;4440;2199;2241;5,343;5200;4665;17431;14958
Pontevedra;Mondariz-Balneario;644;327;317;719;734;652;0;0
Pontevedra;Moraña;4179;2024;2155;4,313;4434;4358;16316;1408
Pontevedra;Mos;15078;7453;7625;13,996;14818;15305;21742;18135
Pontevedra;Neves, As;3841;1862;1979;0;0;4066;0;0
Pontevedra;Nigrán;17675;8680;8995;17,281;17909;17619;12582;11499
Pontevedra;Oia;3053;1521;1532;3,038;3197;3008;20141;1697
Pontevedra;Pazos de Borbén;2999;1471;1528;3,160;3159;3067;0;0
Pontevedra;Poio;17082;8487;8595;14,889;16309;16842;24802;20175
Pontevedra;Ponte Caldelas;5494;2670;2824;6,515;6371;5540;0;0
Pontevedra;Ponteareas;22877;11068;11809;21,378;23316;22990;18803;16009
Pontevedra;Pontecesures;3052;1512;1540;3,101;3143;3062;1881;16048
Pontevedra;Pontevedra;83029;39300;43729;79,372;81981;82539;12582;11399
Pontevedra;Porriño, O;19848;9806;10042;0;0;18898;0;0
Pontevedra;Portas;2940;1417;1523;3,171;3078;3061;17401;14904
Pontevedra;Redondela;29218;14208;15010;29,863;30067;29697;20298;17133
Pontevedra;Ribadumia;5052;2459;2593;4,317;5028;5087;16871;14542
Pontevedra;Rodeiro;2437;1236;1201;3,385;3092;2700;15006;13402
Pontevedra;Rosal, O;6234;3062;3172;0;0;6406;0;0
Pontevedra;Salceda de Caselas;9164;4566;4598;7,176;8448;8873;0;0
Pontevedra;Salvaterra de Miño;9819;4905;4914;8,375;9456;9619;0;0
Pontevedra;Sanxenxo;17347;8565;8782;16,598;17500;17391;18588;1577
Pontevedra;Silleda;8687;4212;4475;9,097;9248;8772;17282;14961
Pontevedra;Soutomaior;7395;3677;3718;5,956;7144;7317;19445;1645
Pontevedra;Tomiño;13499;6815;6684;11,932;13492;13662;19988;1685
Pontevedra;Tui;16701;8046;8655;16,680;17306;17013;20144;16987
Pontevedra;Valga;5869;2890;2979;6,108;6127;6062;16673;14384
Pontevedra;Vigo;295364;139699;155665;293,725;297124;294098;14479;12912
Pontevedra;Vila de Cruces;5246;2578;2668;6,720;6437;5556;0;0
Pontevedra;Vilaboa;5874;2859;3015;5,947;5991;6059;19793;16781
Pontevedra;Vilagarcía de Arousa;37456;17930;19526;35,954;37926;37482;0;0
Pontevedra;Vilanova de Arousa;10302;4998;5304;10,497;10682;10422;0;0
Rioja, La;Ábalos;257;149;108;341;369;252;0;0
Rioja, La;Agoncillo;1102;606;496;1,007;1102;1123;21029;1759
Rioja, La;Aguilar del Río Alhama;460;234;226;668;573;509;0;0
Rioja, La;Ajamil de Cameros;66;45;21;0;61;71;0;0
Rioja, La;Albelda de Iregua;3446;1763;1683;2,702;3291;3284;0;0
Rioja, La;Alberite;2422;1225;1197;2,273;2676;2456;21096;17672
Rioja, La;Alcanadre;643;338;305;730;764;710;0;0
Rioja, La;Aldeanueva de Ebro;2761;1438;1323;2,560;2819;2779;0;0
Rioja, La;Alesanco;505;267;238;490;509;505;0;0
Rioja, La;Alesón;99;60;39;119;116;124;0;0
Rioja, La;Alfaro;9476;4751;4725;9,545;9813;9568;22094;18468
Rioja, La;Almarza de Cameros;36;21;15;29;25;22;0;0
Rioja, La;Anguciana;433;236;197;349;510;453;0;0
Rioja, La;Anguiano;497;282;215;550;540;537;0;0
Rioja, La;Arenzana de Abajo;230;118;112;252;292;232;0;0
Rioja, La;Arenzana de Arriba;29;20;9;40;36;33;0;0
Rioja, La;Arnedillo;419;201;218;480;482;468;0;0
Rioja, La;Arnedo;14875;7415;7460;14,092;14425;14597;20222;17067
Rioja, La;Arrúbal;506;271;235;475;487;481;0;0
Rioja, La;Ausejo;780;414;366;887;1110;796;0;0
Rioja, La;Autol;4512;2231;2281;4,031;4385;4427;19576;1667
Rioja, La;Azofra;215;117;98;278;263;205;0;0
Rioja, La;Badarán;482;249;233;682;626;534;0;0
Rioja, La;Bañares;241;128;113;349;321;284;0;0
Rioja, La;Baños de Río Tobía;1579;783;796;1,711;1727;1621;0;0
Rioja, La;Baños de Rioja;91;53;38;91;83;92;0;0
Rioja, La;Berceo;157;96;61;205;184;172;0;0
Rioja, La;Bergasa;148;82;66;144;164;152;0;0
Rioja, La;Bergasillas Bajera;37;19;18;29;34;39;0;0
Rioja, La;Bezares;22;10;12;21;17;15;0;0
Rioja, La;Bobadilla;100;51;49;130;128;120;0;0
Rioja, La;Brieva de Cameros;44;29;15;62;58;53;0;0
Rioja, La;Briñas;193;90;103;223;252;210;0;0
Rioja, La;Briones;745;392;353;871;867;835;0;0
Rioja, La;Cabezón de Cameros;18;12;6;24;24;16;0;0
Rioja, La;Calahorra;24220;11900;12320;23,171;24876;23955;21956;18372
Rioja, La;Camprovín;151;82;69;196;169;154;0;0
Rioja, La;Canales de la Sierra;91;57;34;85;72;97;0;0
Rioja, La;Canillas de Río Tuerto;40;22;18;46;43;38;0;0
Rioja, La;Cañas;102;53;49;123;93;92;0;0
Rioja, La;Cárdenas;136;72;64;202;178;162;0;0
Rioja, La;Casalarreina;1098;556;542;1,257;1373;1190;19915;16968
Rioja, La;Castañares de Rioja;415;199;216;406;533;439;0;0
Rioja, La;Castroviejo;54;33;21;51;57;68;0;0
Rioja, La;Cellorigo;11;4;7;20;13;12;0;0
Rioja, La;Cenicero;2076;1061;1015;2,052;2119;2028;20525;17517
Rioja, La;Cervera del Río Alhama;2294;1182;1112;3,013;2826;2427;0;0
Rioja, La;Cidamón;25;13;12;30;37;27;0;0
Rioja, La;Cihuri;178;93;85;170;215;226;0;0
Rioja, La;Cirueña;153;98;55;120;137;130;0;0
Rioja, La;Clavijo;260;156;104;253;280;307;0;0
Rioja, La;Cordovín;156;76;80;223;189;167;0;0
Rioja, La;Corera;257;132;125;263;275;253;0;0
Rioja, La;Cornago;312;181;131;524;453;355;0;0
Rioja, La;Corporales;41;25;16;48;35;47;0;0
Rioja, La;Cuzcurrita de Río Tirón;493;271;222;398;554;507;0;0
Rioja, La;Daroca de Rioja;52;34;18;51;59;54;0;0
Rioja, La;Enciso;160;100;60;164;162;166;0;0
Rioja, La;Entrena;1536;801;735;1,240;1490;1489;19581;16591
Rioja, La;Estollo;85;56;29;128;96;91;0;0
Rioja, La;Ezcaray;2024;1051;973;2,048;2098;2050;21003;17695
Rioja, La;Foncea;93;54;39;105;109;99;0;0
Rioja, La;Fonzaleche;135;85;50;164;147;146;0;0
Rioja, La;Fuenmayor;3134;1585;1549;2,953;3219;3146;22473;18693
Rioja, La;Galbárruli;62;42;20;65;64;46;0;0
Rioja, La;Galilea;351;177;174;315;394;363;0;0
Rioja, La;Gallinero de Cameros;22;15;7;24;26;25;0;0
Rioja, La;Gimileo;112;61;51;146;171;127;0;0
Rioja, La;Grañón;254;144;110;372;315;279;0;0
Rioja, La;Grávalos;185;100;85;242;237;208;0;0
Rioja, La;Haro;11408;5611;5797;10,647;11960;11414;25658;21023
Rioja, La;Herce;336;175;161;382;370;340;0;0
Rioja, La;Herramélluri;114;62;52;124;89;109;0;0
Rioja, La;Hervías;121;62;59;132;153;118;0;0
Rioja, La;Hormilla;416;226;190;446;453;455;0;0
Rioja, La;Hormilleja;133;65;68;170;170;150;0;0
Rioja, La;Hornillos de Cameros;17;9;8;15;13;31;0;0
Rioja, La;Hornos de Moncalvillo;98;58;40;86;96;91;0;0
Rioja, La;Huércanos;817;451;366;915;927;852;0;0
Rioja, La;Igea;595;341;254;699;744;612;0;0
Rioja, La;Jalón de Cameros;21;10;11;39;29;18;0;0
Rioja, La;Laguna de Cameros;104;64;40;154;139;128;0;0
Rioja, La;Lagunilla del Jubera;375;209;166;411;320;327;0;0
Rioja, La;Lardero;10500;5262;5238;6,286;8118;9448;16457;14397
Rioja, La;Ledesma de la Cogolla;15;12;3;22;21;18;0;0
Rioja, La;Leiva;221;109;112;275;292;277;0;0
Rioja, La;Leza de Río Leza;42;25;17;45;52;38;0;0
Rioja, La;Logroño;151136;71718;79418;144,935;152650;151344;23037;19134
Rioja, La;Lumbreras;154;105;49;134;164;163;0;0
Rioja, La;Manjarrés;121;72;49;133;152;117;0;0
Rioja, La;Mansilla de la Sierra;56;41;15;76;65;71;0;0
Rioja, La;Manzanares de Rioja;69;40;29;97;106;83;0;0
Rioja, La;Matute;98;56;42;162;146;109;0;0
Rioja, La;Medrano;338;181;157;203;302;316;0;0
Rioja, La;Munilla;115;64;51;116;132;116;0;0
Rioja, La;Murillo de Río Leza;1629;838;791;1,236;1828;1708;0;0
Rioja, La;Muro de Aguas;62;36;26;67;58;58;0;0
Rioja, La;Muro en Cameros;36;20;16;35;36;48;0;0
Rioja, La;Nájera;8045;3949;4096;7,776;8404;8185;20595;17381
Rioja, La;Nalda;1023;555;468;1,004;1044;952;0;0
Rioja, La;Navajún;10;8;2;17;20;16;0;0
Rioja, La;Navarrete;2941;1490;1451;2,613;2856;2928;27997;22494
Rioja, La;Nestares;84;46;38;78;77;97;0;0
Rioja, La;Nieva de Cameros;90;62;28;124;103;93;0;0
Rioja, La;Ochánduri;78;47;31;79;84;98;0;0
Rioja, La;Ocón;301;184;117;338;341;282;0;0
Rioja, La;Ojacastro;182;109;73;216;209;187;0;0
Rioja, La;Ollauri;291;154;137;308;319;281;0;0
Rioja, La;Ortigosa de Cameros;229;138;91;302;287;260;0;0
Rioja, La;Pazuengos;30;23;7;44;38;35;0;0
Rioja, La;Pedroso;74;51;23;98;99;81;0;0
Rioja, La;Pinillos;23;13;10;21;16;15;0;0
Rioja, La;Pradejón;3871;1985;1886;3,628;4011;3976;17705;15277
Rioja, La;Pradillo;75;40;35;65;68;61;0;0
Rioja, La;Préjano;214;115;99;209;237;244;0;0
Rioja, La;Quel;2058;1081;977;2,023;2073;1996;17102;15018
Rioja, La;Rabanera;32;21;11;45;36;34;0;0
Rioja, La;Rasillo de Cameros, El;144;78;66;0;0;151;0;0
Rioja, La;Redal, El;143;77;66;0;0;143;0;0
Rioja, La;Ribafrecha;967;501;466;1,017;998;1021;17086;14913
Rioja, La;Rincón de Soto;3783;1927;1856;3,591;3801;3729;0;0
Rioja, La;Robres del Castillo;29;19;10;34;30;31;0;0
Rioja, La;Rodezno;229;125;104;318;321;274;0;0
Rioja, La;Sajazarra;124;63;61;127;137;125;0;0
Rioja, La;San Asensio;1114;589;525;1,316;1239;1183;0;0
Rioja, La;San Millán de la Cogolla;230;151;79;298;278;244;0;0
Rioja, La;San Millán de Yécora;34;24;10;65;61;35;0;0
Rioja, La;San Román de Cameros;128;78;50;171;168;149;0;0
Rioja, La;San Torcuato;61;31;30;105;72;62;0;0
Rioja, La;San Vicente de la Sonsierra;990;520;470;1,183;1133;1007;0;0
Rioja, La;Santa Coloma;94;58;36;123;133;106;0;0
Rioja, La;Santa Engracia del Jubera;161;106;55;183;180;181;0;0
Rioja, La;Santa Eulalia Bajera;112;61;51;121;134;112;0;0
Rioja, La;Santo Domingo de la Calzada;6238;3095;3143;6,245;6737;6401;0;0
Rioja, La;Santurde de Rioja;286;151;135;340;341;293;0;0
Rioja, La;Santurdejo;106;68;38;181;157;126;0;0
Rioja, La;Sojuela;313;179;134;106;227;282;0;0
Rioja, La;Sorzano;222;125;97;244;274;239;0;0
Rioja, La;Sotés;294;165;129;262;295;292;0;0
Rioja, La;Soto en Cameros;89;52;37;180;145;112;0;0
Rioja, La;Terroba;34;20;14;30;40;33;0;0
Rioja, La;Tirgo;180;89;91;247;232;211;0;0
Rioja, La;Tobía;50;30;20;76;80;61;0;0
Rioja, La;Tormantos;131;79;52;196;157;137;0;0
Rioja, La;Torre en Cameros;10;8;2;17;12;12;0;0
Rioja, La;Torrecilla en Cameros;456;252;204;557;520;519;0;0
Rioja, La;Torrecilla sobre Alesanco;32;19;13;48;44;36;0;0
Rioja, La;Torremontalbo;10;7;3;21;15;14;0;0
Rioja, La;Treviana;154;81;73;236;197;179;0;0
Rioja, La;Tricio;380;182;198;437;402;390;0;0
Rioja, La;Tudelilla;361;198;163;406;395;376;0;0
Rioja, La;Uruñuela;976;489;487;790;941;958;0;0
Rioja, La;Valdemadera;8;5;3;10;9;8;0;0
Rioja, La;Valgañón;126;77;49;155;135;137;0;0
Rioja, La;Ventosa;159;83;76;139;173;172;0;0
Rioja, La;Ventrosa;56;32;24;76;59;67;0;0
Rioja, La;Viguera;387;222;165;393;436;437;0;0
Rioja, La;Villalba de Rioja;160;100;60;158;154;125;0;0
Rioja, La;Villalobar de Rioja;58;42;16;91;61;63;0;0
Rioja, La;Villamediana de Iregua;8070;4078;3992;3,982;6723;7643;0;0
Rioja, La;Villanueva de Cameros;74;41;33;106;105;71;0;0
Rioja, La;Villar de Arnedo, El;593;306;287;0;0;629;0;0
Rioja, La;Villar de Torre;158;97;61;264;269;188;0;0
Rioja, La;Villarejo;27;20;7;39;35;31;0;0
Rioja, La;Villarroya;5;3;2;11;10;8;0;0
Rioja, La;Villarta-Quintana;140;83;57;171;144;155;0;0
Rioja, La;Villavelayo;50;33;17;74;65;57;0;0
Rioja, La;Villaverde de Rioja;56;32;24;75;76;63;0;0
Rioja, La;Villoslada de Cameros;324;200;124;389;362;354;0;0
Rioja, La;Viniegra de Abajo;77;48;29;106;104;86;0;0
Rioja, La;Viniegra de Arriba;42;28;14;46;47;45;0;0
Rioja, La;Zarratón;264;139;125;252;323;268;0;0
Rioja, La;Zarzosa;14;10;4;14;15;15;0;0
Rioja, La;Zorraquín;93;43;50;59;86;82;0;0
Salamanca;Abusejo;183;98;85;256;254;213;0;0
Salamanca;Agallas;136;70;66;185;157;157;0;0
Salamanca;Ahigal de los Aceiteros;114;64;50;171;150;136;0;0
Salamanca;Ahigal de Villarino;31;17;14;42;41;41;0;0
Salamanca;Alameda de Gardón, La;70;36;34;0;0;89;0;0
Salamanca;Alamedilla, La;126;63;63;0;0;146;0;0
Salamanca;Alaraz;439;230;209;622;547;502;0;0
Salamanca;Alba de Tormes;5186;2603;2583;4,953;5391;5309;0;0
Salamanca;Alba de Yeltes;207;111;96;265;237;240;0;0
Salamanca;Alberca, La;1081;527;554;0;0;1121;0;0
Salamanca;Alberguería de Argañán, La;112;57;55;0;0;138;0;0
Salamanca;Alconada;149;79;70;200;173;160;0;0
Salamanca;Aldea del Obispo;243;126;117;366;333;313;0;0
Salamanca;Aldeacipreste;109;57;52;180;142;126;0;0
Salamanca;Aldeadávila de la Ribera;1224;616;608;1,492;1389;1264;0;0
Salamanca;Aldealengua;664;328;336;557;650;696;0;0
Salamanca;Aldeanueva de Figueroa;254;134;120;317;293;291;0;0
Salamanca;Aldeanueva de la Sierra;115;66;49;114;102;108;0;0
Salamanca;Aldearrodrigo;143;78;65;183;165;155;0;0
Salamanca;Aldearrubia;480;259;221;517;528;489;0;0
Salamanca;Aldeaseca de Alba;70;34;36;109;86;86;0;0
Salamanca;Aldeaseca de la Frontera;261;137;124;331;327;295;0;0
Salamanca;Aldeatejada;2064;1043;1021;864;1336;1724;25772;21084
Salamanca;Aldeavieja de Tormes;104;56;48;125;109;107;0;0
Salamanca;Aldehuela de la Bóveda;275;147;128;329;318;287;0;0
Salamanca;Aldehuela de Yeltes;190;103;87;263;217;213;0;0
Salamanca;Almenara de Tormes;262;146;116;253;303;250;0;0
Salamanca;Almendra;146;85;61;207;188;172;0;0
Salamanca;Anaya de Alba;201;118;83;271;243;219;0;0
Salamanca;Añover de Tormes;86;46;40;105;99;94;0;0
Salamanca;Arabayona de Mógica;357;202;155;476;443;396;0;0
Salamanca;Arapiles;660;355;305;489;577;644;0;0
Salamanca;Arcediano;107;58;49;100;110;109;0;0
Salamanca;Arco, El;86;42;44;0;0;94;0;0
Salamanca;Armenteros;198;111;87;439;467;281;0;0
Salamanca;Atalaya, La;114;63;51;0;0;119;0;0
Salamanca;Babilafuente;885;467;418;983;949;877;0;0
Salamanca;Bañobárez;305;156;149;350;362;317;0;0
Salamanca;Barbadillo;402;215;187;516;467;398;0;0
Salamanca;Barbalos;73;41;32;106;85;79;0;0
Salamanca;Barceo;46;29;17;55;54;48;0;0
Salamanca;Barruecopardo;450;250;200;534;502;496;0;0
Salamanca;Bastida, La;28;16;12;0;0;28;0;0
Salamanca;Béjar;12739;6026;6713;15,063;14785;13724;18306;15557
Salamanca;Beleña;256;129;127;156;208;220;0;0
Salamanca;Bermellar;134;68;66;194;164;148;0;0
Salamanca;Berrocal de Huebra;70;39;31;104;80;70;0;0
Salamanca;Berrocal de Salvatierra;84;45;39;113;105;87;0;0
Salamanca;Boada;302;152;150;360;321;298;0;0
Salamanca;Bodón, El;270;147;123;0;0;296;0;0
Salamanca;Bogajo;134;74;60;190;161;144;0;0
Salamanca;Bouza, La;55;24;31;0;0;65;0;0
Salamanca;Bóveda del Río Almar;229;125;104;288;261;242;0;0
Salamanca;Brincones;58;29;29;87;70;60;0;0
Salamanca;Buenamadre;127;66;61;158;142;136;0;0
Salamanca;Buenavista;360;198;162;150;202;265;0;0
Salamanca;Cabaco, El;221;114;107;0;0;244;0;0
Salamanca;Cabeza de Béjar, La;62;38;24;0;0;82;0;0
Salamanca;Cabeza del Caballo;279;149;130;450;399;349;0;0
Salamanca;Cabezabellosa de la Calzada;77;46;31;119;102;88;0;0
Salamanca;Cabrerizos;4263;2121;2142;3,064;3918;4198;15945;14072
Salamanca;Cabrillas;370;188;182;480;442;405;0;0
Salamanca;Calvarrasa de Abajo;1163;617;546;1,021;1112;1155;0;0
Salamanca;Calvarrasa de Arriba;586;315;271;673;647;620;0;0
Salamanca;Calzada de Béjar, La;86;46;40;0;0;90;0;0
Salamanca;Calzada de Don Diego;152;82;70;218;198;185;0;0
Salamanca;Calzada de Valdunciel;703;349;354;665;643;655;0;0
Salamanca;Campillo de Azaba;159;94;65;241;198;173;0;0
Salamanca;Campo de Peñaranda, El;261;153;108;0;0;278;0;0
Salamanca;Candelario;879;447;432;1,023;1010;930;0;0
Salamanca;Canillas de Abajo;86;59;27;99;88;70;0;0
Salamanca;Cantagallo;255;135;120;252;274;270;0;0
Salamanca;Cantalapiedra;953;499;454;1,227;1127;1027;15165;13535
Salamanca;Cantalpino;851;463;388;1,031;1025;937;0;0
Salamanca;Cantaracillo;190;104;86;242;216;195;0;0
Salamanca;Carbajosa de la Sagrada;7116;3541;3575;3,547;5987;6740;0;0
Salamanca;Carpio de Azaba;112;63;49;111;115;104;0;0
Salamanca;Carrascal de Barregas;1206;630;576;569;929;1086;0;0
Salamanca;Carrascal del Obispo;209;113;96;232;231;225;0;0
Salamanca;Casafranca;65;35;30;85;72;72;0;0
Salamanca;Casas del Conde, Las;69;32;37;0;0;56;0;0
Salamanca;Casillas de Flores;178;89;89;220;226;189;0;0
Salamanca;Castellanos de Moriscos;2677;1384;1293;508;1638;2322;0;0
Salamanca;Castellanos de Villiquera;617;337;280;574;683;684;0;0
Salamanca;Castillejo de Martín Viejo;222;134;88;306;269;238;0;0
Salamanca;Castraz;44;29;15;55;51;37;0;0
Salamanca;Cepeda;311;155;156;465;401;371;0;0
Salamanca;Cereceda de la Sierra;64;33;31;90;101;79;0;0
Salamanca;Cerezal de Peñahorcada;78;40;38;114;88;81;0;0
Salamanca;Cerralbo;146;81;65;238;228;178;0;0
Salamanca;Cerro, El;407;205;202;0;0;449;0;0
Salamanca;Cespedosa de Tormes;495;267;228;596;579;534;0;0
Salamanca;Chagarcía Medianero;82;45;37;119;104;95;0;0
Salamanca;Cilleros de la Bastida;26;12;14;44;38;26;0;0
